12,7,0
1,0,0
1,0,0
1,0,0
2,1,0
1,0,0
2,0,0
56,36,71
1,0,0
1,0,0
5,2,51
25,4,4
1,0,0
2,0,0
1,0,0
6,8,16
5,0,16
18,12,39
1,0,0
1,0,82
1,0,0
3,5,0
1,0,0
25,5,77
2,0,0
1,0,0
21,2,95
1,0,0
38,17,67
0,4,0
1,0,0
1,21,0
7,0,0
7,0,0
0,0,76
3,0,73
1,0,0
2,0,0
2,0,0
3,0,0
22,10,59
1,0,0
2,0,0
1,0,25
1,0,0
6,0,15
1,0,0
1,0,0
14,0,0
2,0,0
1,0,0
1,0,0
0,5,0
24,16,98
0,2,0
1,0,0
1,0,0
18,30,41
1,0,0
9,0,95
9,1,88
2,10,21
6,0,0
10,1,0
8,3,77
6,0,51
1,0,91
1,0,0
11,0,27
5,0,0
1,0,0
1,0,35
80,25,92
4,0,26
15,6,7
1,0,0
1,0,0
20,0,56
83,14,172
2,0,0
1,0,0
0,5,0
4,0,0
1,0,0
1,122,0
1,0,0
1,0,0
5,0,0
1,0,0
0,21,0
1,0,65
8,24,110
13,90,0
1,0,0
2,0,0
1,0,0
1,0,0
1,0,0
9,0,24
1,0,0
32,9,66
2,0,0
0,0,68
1,0,50
1,0,0
22,11,0
2,0,0
6,21,0
3,0,0
6,0,0
1,0,0
44,2,0
1,0,0
14,0,0
2,5,0
7,6,0
1,0,0
1,0,0
13,1,0
4,0,0
3,0,0
1,0,0
1,0,34
6,0,0
1,0,0
1,0,0
1,0,0
2,6,0
1,0,0
2,20,0
1,0,0
1,0,0
1,0,0
1,0,0
25,15,49
0,1,0
2,0,0
2,0,0
4,0,0
2,7,20
1,0,0
3,1,3
1,0,0
2,0,104
36,10,38
27,7,41
2,0,0
8,1,21
1,0,0
2,0,0
37,10,54
1,0,0
1,0,0
3,0,0
4,0,0
7,11,11
1,0,0
1,0,0
3,0,14
1,0,0
33,2,0
0,0,19
0,34,0
1,1,0
3,0,0
2,0,0
1,0,0
0,0,49
0,0,34
1,0,0
1,0,0
2,6,0
5,1,0
0,42,0
5,0,0
