147.01,113.3,11.5,0.18979,0.011544,0.0041881,0.002176,0.0056991,0.0057047,4.5247e-05,0.0033701,7.6638e-05,0.0093087,7.0463e-12,0.0055252,0.010305,0.0088848,0.0023516,0.0026371,0.0027878,0.0022582,0.0027905,0.0096688
119.87,106.02,11.716,0.16611,0.010505,0.0037604,0.0019299,0.0050967,0.0050197,3.0869e-05,0.0027606,5.2295e-05,0.0087079,4.1092e-12,0.0049032,0.0095195,0.0081273,0.0018023,0.0022519,0.00222,0.0018468,0.0025962,0.0088937
140.94,74.835,12.852,0.16064,0.010272,0.0036834,0.0018926,0.0049819,0.0048946,3.1495e-05,0.0026907,5.334e-05,0.0085732,4.4375e-12,0.0047879,0.0093434,0.0079628,0.0017707,0.0022012,0.0021699,0.0018066,0.0025592,0.0087221
131.41,7.0974,11.641,0.091144,0.0074315,0.0026887,0.0013705,0.0035519,0.0033524,1.6598e-05,0.0016525,2.81e-05,0.00685,2.0704e-12,0.0033534,0.007136,0.0059263,0.0010088,0.0014683,0.0012896,0.0011263,0.0020682,0.0065842
358.75,178.4,12.547,0.3055,0.016653,0.0065133,0.0036489,0.0088604,0.0093272,0.00028911,0.007064,0.00047738,0.012284,1.028e-10,0.0088144,0.014184,0.012665,0.0061914,0.0049924,0.0064632,0.0049768,0.0038492,0.013512
191.72,33.81,12.31,0.16116,0.010335,0.0037774,0.0019699,0.0050958,0.0050477,4.6186e-05,0.0029634,7.8085e-05,0.0086023,8.4428e-12,0.0049184,0.0093856,0.0080275,0.0021085,0.0023501,0.0024683,0.0020106,0.0025929,0.0087738
195.71,71.38,11.289,0.19132,0.011621,0.0042574,0.0022326,0.0057817,0.005807,5.8508e-05,0.0035438,9.889e-05,0.009355,1.1077e-11,0.0056161,0.010365,0.0089514,0.0025825,0.0027392,0.0029842,0.0023981,0.0028195,0.0097314
198.7,96.95,11.367,0.21011,0.01244,0.004586,0.0024195,0.0062466,0.0063323,6.9585e-05,0.0039926,0.00011759,0.0098295,1.3552e-11,0.0060943,0.010985,0.0095463,0.002977,0.0030277,0.0033973,0.0027008,0.0029702,0.010342
219.7,59.644,12.209,0.19408,0.01175,0.0043367,0.0022899,0.0058835,0.005929,6.9902e-05,0.0037076,0.00011792,0.0094303,1.4766e-11,0.0057251,0.010463,0.0090529,0.0027782,0.002838,0.0031593,0.0025242,0.0028538,0.0098311
157.33,27.769,11.907,0.13049,0.0090246,0.0032671,0.0016816,0.0043747,0.0042437,2.8484e-05,0.0022983,4.822e-05,0.0078326,4.3037e-12,0.0041815,0.0083855,0.0070794,0.0015224,0.0019134,0.0018565,0.0015568,0.0023539,0.007794
104.17,95.518,12.815,0.14626,0.0096389,0.0034192,0.0017398,0.0046103,0.0044706,2.2598e-05,0.0023066,3.8271e-05,0.0082073,2.6635e-12,0.0044035,0.0088648,0.0074999,0.0014222,0.0019604,0.0018107,0.0015478,0.0024398,0.0082493
180.45,131.04,11.512,0.21867,0.012815,0.0047333,0.0025005,0.0064574,0.0065709,7.1253e-05,0.0041898,0.00012052,0.010046,1.3339e-11,0.006311,0.011268,0.0098176,0.003139,0.0031525,0.0035738,0.0028279,0.0030373,0.01062
176.92,104.1,11.848,0.2027,0.012113,0.0044367,0.0023261,0.0060431,0.0060985,5.8534e-05,0.0037527,9.9043e-05,0.0096389,1.0376e-11,0.0058823,0.010736,0.0093036,0.0027283,0.002877,0.0031589,0.0025271,0.0029028,0.010095
117.65,74.037,11.826,0.14224,0.0094682,0.0033623,0.0017116,0.0045263,0.0043793,2.2498e-05,0.0022539,3.8099e-05,0.0081083,2.7246e-12,0.0043192,0.0087356,0.0073794,0.0013939,0.0019218,0.0017709,0.0015157,0.0024124,0.0081235
149.97,26.17,12.278,0.12293,0.0087053,0.0031467,0.0016152,0.0042036,0.0040546,2.5286e-05,0.0021501,4.281e-05,0.0076436,3.6481e-12,0.0040075,0.0081407,0.0068491,0.0013979,0.0018147,0.0017231,0.0014573,0.0022968,0.007555
198.87,132.45,11.605,0.22882,0.013263,0.0049328,0.0026234,0.0067312,0.0068847,8.4672e-05,0.0045023,0.00014305,0.010306,1.7134e-11,0.0065956,0.011607,0.010148,0.0034555,0.0033494,0.0038809,0.0030518,0.0031276,0.010957
157.54,95.263,12.266,0.18593,0.011376,0.0041255,0.0021429,0.0056084,0.005603,4.486e-05,0.0032943,7.5962e-05,0.009212,7.137e-12,0.0054325,0.010178,0.0087642,0.0022967,0.0025878,0.0027234,0.002211,0.0027616,0.0095444
157.91,85.066,11.289,0.17945,0.011093,0.0040141,0.0020806,0.0054497,0.005424,4.198e-05,0.0031459,7.1082e-05,0.0090486,6.6042e-12,0.0052695,0.0099647,0.0085595,0.0021714,0.0024923,0.0025892,0.0021127,0.0027105,0.0093342
118.17,2.0536,11.575,0.072285,0.0066784,0.0024218,0.0012297,0.0031719,0.0029452,1.2416e-05,0.0013747,2.1012e-05,0.0063762,1.3917e-12,0.0029731,0.0065409,0.0053816,0.00080029,0.0012723,0.0010518,0.00094319,0.0019317,0.0060099
268.26,46.817,12.021,0.21382,0.012622,0.0047266,0.0025332,0.0064167,0.0065392,0.00010407,0.0043167,0.00017467,0.0099367,2.6491e-11,0.0062792,0.011124,0.0096958,0.0034001,0.003226,0.00376,0.0029674,0.0030311,0.010485
214.04,15.764,11.254,0.16737,0.010635,0.0039143,0.0020549,0.0052855,0.00527,5.5643e-05,0.0031895,9.3953e-05,0.0087621,1.1133e-11,0.0051177,0.0096021,0.0082458,0.0023354,0.00249,0.0026897,0.002171,0.0026516,0.0089917
182.42,82.839,12.482,0.19241,0.011664,0.0042602,0.0022279,0.0057914,0.0058144,5.442e-05,0.0035182,9.2055e-05,0.0093795,9.7081e-12,0.0056237,0.010397,0.0089786,0.0025319,0.0027264,0.0029474,0.0023726,0.0028219,0.0097616
226.3,48.144,13.009,0.19087,0.011617,0.0042944,0.0022701,0.0058202,0.0058614,7.1171e-05,0.0036728,0.00012,0.0093518,1.5388e-11,0.0056622,0.010361,0.0089589,0.0027643,0.002812,0.0031353,0.0025048,0.002833,0.0097323
121.77,105.42,11.865,0.16725,0.010555,0.0037806,0.0019414,0.0051253,0.0050522,3.1473e-05,0.0027888,5.3317e-05,0.0087367,4.2249e-12,0.0049327,0.0095571,0.0081635,0.0018272,0.0022698,0.002246,0.0018657,0.0026054,0.0089308
178.96,52.2,11.457,0.16542,0.0105,0.0038179,0.0019844,0.0051591,0.0051088,4.3375e-05,0.002965,7.3377e-05,0.0087034,7.5056e-12,0.0049781,0.0095149,0.0081408,0.0020779,0.0023612,0.0024542,0.0020056,0.0026157,0.0088965
170.24,132.18,11.965,0.21357,0.01259,0.0046338,0.0024398,0.0063204,0.006414,6.5182e-05,0.004035,0.00011031,0.0099149,1.1712e-11,0.0061687,0.011097,0.0096517,0.002984,0.0030552,0.0034225,0.0027179,0.0029923,0.010452
219.75,133.31,12.38,0.23905,0.013714,0.0051372,0.0027514,0.0070101,0.0072044,0.0001012,0.0048273,0.00017068,0.010569,2.2255e-11,0.0068858,0.01195,0.010482,0.0037917,0.0035549,0.0042033,0.0032884,0.0032202,0.011296
341.68,79.731,12.025,0.2583,0.014572,0.0055811,0.0030645,0.0075875,0.0078714,0.00019379,0.0056099,0.00032131,0.011073,6.3957e-11,0.0074919,0.012605,0.011129,0.0047046,0.0040627,0.0050278,0.0039139,0.0034239,0.011949
267.13,154.81,12.582,0.26746,0.014969,0.0057121,0.0031166,0.0077905,0.0080994,0.00015734,0.0057488,0.00026389,0.0113,4.1795e-11,0.0076983,0.012903,0.011412,0.0047578,0.004141,0.0051238,0.0039681,0.0034815,0.012241
203.7,95.684,12.03,0.21186,0.012518,0.0046215,0.0024419,0.0062949,0.0063878,7.2454e-05,0.0040499,0.0001224,0.0098747,1.4419e-11,0.0061446,0.011044,0.0096037,0.0030369,0.0030637,0.0034544,0.0027426,0.0029863,0.0104
252.24,160.81,11.815,0.26408,0.01482,0.0056399,0.0030682,0.0076945,0.0079891,0.00014595,0.0056286,0.00024521,0.011212,3.7095e-11,0.007598,0.012789,0.0113,0.0046247,0.0040632,0.0050005,0.0038751,0.0034484,0.012128
