11.816,1,0
12.842,1,0
11.6,1,0
13.337,1,13
11.983,1,0
12.147,1,0
12.341,1,0
12.02,1,0
11.275,1,0
11.297,1,0
11.214,1,0
12.53,1,0
11.926,1,0
11.271,1,0
12.299,1,2
11.758,1,0
11.92,1,0
11.489,1,0
12.2,1,0
12.115,1,0
12.194,1,0
11.901,1,0
11.829,1,0
11.429,1,0
11.593,1,0
11.091,1,0
11.003,1,0
12.771,1,0
12.338,1,0
10.828,1,0
11.262,1,0
11.422,1,0
12.458,1,0
12.49,1,0
11.186,1,0
12.095,1,0
11.027,1,0
12.367,1,0
12.562,1,0
12.371,1,0
12.817,1,0
11.14,1,0
11.939,1,0
12.309,1,0
11.893,1,0
12.397,1,0
12.073,1,0
12.267,1,0
11.979,1,0
10.69,1,0
11.48,1,0
11.398,1,0
11.831,1,0
12.536,1,0
12.133,1,0
12.884,1,0
12.081,1,0
12.177,1,0
12.373,1,2
12.421,1,0
12.833,1,0
12.873,1,0
11.209,1,0
11.791,1,0
11.207,1,0
12.04,1,0
12.267,1,0
10.955,1,0
11.26,1,0
11.744,1,0
11.768,1,0
12.279,1,0
11.806,1,0
12.397,1,0
11.984,1,0
12.202,1,0
13.194,1,0
12.314,1,0
11.123,1,0
13.274,1,10
11.789,1,0
11.376,1,0
11.752,1,0
12.005,1,0
12.241,1,0
11.873,1,0
11.378,1,0
12.29,1,0
11.475,1,0
11.949,1,2
12.754,1,0
12.013,1,2
11.826,1,0
12.469,1,18
11.249,1,0
12.036,1,0
11.892,1,0
13.005,1,0
12.536,1,0
11.068,1,0
10.941,1,0
11.908,1,0
12.312,1,0
11.814,1,0
11.753,1,0
12.901,1,0
13.033,1,1
11.889,1,0
12.938,1,0
11.84,1,0
11.116,1,0
12.064,1,0
12.312,1,0
12.326,1,0
12.383,1,0
12.467,1,0
12.845,1,0
12.534,1,0
12.221,1,0
12.458,1,0
12.598,1,0
11.804,1,0
11.222,1,0
11.654,1,0
11.337,1,0
11.745,1,0
12.309,1,0
11.392,1,0
11.91,1,0
12.587,1,0
11.711,1,0
11.084,1,0
11.486,1,0
11.674,1,0
12.234,1,0
11.562,1,0
11.303,1,0
12.838,1,0
12.642,1,0
12.213,1,0
12.976,1,0
11.57,1,0
12.793,1,0
12.084,1,0
11.586,1,0
12.153,1,0
12.145,1,0
12.416,1,0
10.729,1,0
12.213,1,0
11.938,1,0
12.412,1,0
11.464,1,0
11.349,1,0
12.102,1,0
11.76,1,0
12.892,1,0
11.96,1,0
11.923,1,0
12.259,1,0
12.02,1,0
12.604,1,0
12.806,1,0
11.984,1,0
11.574,1,0
12.09,1,0
12.395,1,0
12.196,1,0
12.963,1,0
11.383,1,0
11.814,1,0
11.842,1,0
11.526,1,0
11.707,1,0
11.945,1,0
12.021,1,0
11.809,1,0
11.56,1,0
11.809,1,0
11.697,1,0
11.712,1,0
12.217,1,0
12.189,1,0
12.71,1,0
12.134,1,0
12.065,1,0
12.333,1,0
12.138,1,0
12.096,1,0
12.155,1,0
12.136,1,0
11.772,1,0
12.213,1,0
12.093,1,0
11.665,1,0
11.567,1,0
11.339,1,0
11.636,1,0
11.399,1,0
11.382,1,0
11.371,1,0
11.652,1,0
11.622,1,0
12.115,1,0
12.415,1,0
12.101,1,0
11.752,1,0
12.753,1,0
12.512,1,0
11.987,1,0
12.357,1,0
12.008,1,0
11.261,1,0
12.179,1,0
11.453,1,0
11.094,1,0
12.613,1,0
12.803,1,0
12.594,1,0
12.368,1,0
10.843,1,0
12.572,1,12
11.663,1,0
11.837,1,0
11.817,1,0
11.249,1,0
12.146,1,0
12.098,1,0
12.449,1,0
12.177,1,0
12.715,1,0
11.787,1,0
11.982,1,0
11.652,1,0
12.961,1,0
11.463,1,0
12.809,1,0
11.665,1,0
11.873,1,0
11.922,1,0
11.805,1,0
11.705,1,0
12.771,1,0
11.642,1,0
11.289,1,0
12.124,1,0
12.082,1,0
12.279,1,0
12.593,1,0
12.451,1,0
11.053,1,0
11.628,1,0
12.037,1,0
12.302,1,0
12.921,1,0
11.901,1,0
12.127,1,0
12.622,1,1
11.38,1,0
11.547,1,0
11.91,1,0
12.062,1,0
13.44,1,0
12.151,1,0
12.798,1,0
12.459,1,0
11.957,1,1
11.701,1,0
11.791,1,0
12.166,1,0
11.831,1,0
11.475,1,0
11.798,1,0
12.151,1,0
11.872,1,0
11.609,1,0
11.681,1,0
11.404,1,0
11.929,1,0
12.226,1,0
11.925,1,0
11.901,1,0
10.918,1,0
11.719,1,0
11.151,1,0
11.269,1,0
12.539,1,0
12.111,1,0
12.446,1,0
11.808,1,0
11.736,1,0
12.802,1,11
11.945,1,0
12.487,1,0
13.322,1,0
11.446,1,0
11.878,1,0
12.078,1,0
11.834,1,0
11.895,1,0
11.758,1,0
11.519,1,0
10.958,1,0
12.234,1,0
12.919,1,0
12.79,1,0
12.034,1,0
11.214,1,0
11.843,1,0
11.474,1,0
11.767,1,0
11.724,1,0
13.109,1,0
11.942,1,0
11.648,1,0
12.311,1,0
12.337,1,0
12.474,1,0
11.257,1,0
13.219,1,11
11.954,1,0
12.504,1,0
12.555,1,1
12.239,1,0
12.316,1,0
12.431,1,0
11.962,1,0
11.947,1,0
11.354,1,0
11.652,1,0
12.589,1,0
11.288,1,0
12.514,1,0
13.136,1,0
11.507,1,0
12.423,1,0
12.392,1,0
12.319,1,0
11.846,1,0
12.23,1,0
12.669,1,0
11.699,1,0
11.542,1,0
11.778,1,0
12.184,1,0
11.616,1,0
12.384,1,0
11.518,1,0
12.728,1,0
11.578,1,0
11.999,1,0
12.824,1,0
11.964,1,0
12.412,1,0
11.666,1,0
11.903,1,0
11.354,1,0
12.01,1,0
11.877,1,0
11.719,1,0
11.467,1,0
11.701,1,0
11.779,1,0
11.669,1,0
12.517,1,0
12.359,1,0
12.704,1,0
11.842,1,0
12.856,1,0
12.153,1,0
12.798,1,12
11.862,1,0
12.303,1,0
12.219,1,0
12.004,1,0
12.37,1,0
12.733,1,0
12.088,1,0
11.834,1,0
11.748,1,0
12.112,1,0
11.67,1,0
12.369,1,0
12.079,1,0
11.952,1,0
12.06,1,0
12.435,1,0
12.416,1,0
12.362,1,0
11.537,1,0
12.791,1,0
11.799,1,0
12.742,1,0
11.992,1,0
12.501,1,0
12.797,1,0
11.411,1,0
11.899,1,0
11.447,1,0
11.508,1,0
11.613,1,0
12.961,1,1
11.47,1,0
11.604,1,0
12.718,1,0
11.983,1,0
11.913,1,0
12.418,1,0
12.28,1,0
11.69,1,0
11.588,1,0
11.8,1,0
12.803,1,0
12.541,1,0
11.288,1,0
12.177,1,0
11.935,1,0
12.717,1,0
11.717,1,0
11.571,1,0
11.614,1,0
12.556,1,0
11.548,1,0
11.622,1,0
11.602,1,0
12.865,1,0
11.618,1,0
11.717,1,0
12.56,1,0
11.756,1,0
12.044,1,10
11.882,1,0
10.768,1,0
12.145,1,0
11.68,1,0
11.657,1,0
12.582,1,0
12.28,1,0
11.83,1,0
11.684,1,0
10.461,1,0
12.123,1,0
11.494,1,0
12.02,1,0
12.181,1,0
