0,1.4286,0,0
1,1.4374,1.1753e-11,3.4083e-10
2,1.4463,2.3578e-11,6.8377e-10
3,1.4552,3.5477e-11,1.0288e-09
4,1.4642,4.7448e-11,1.376e-09
5,1.4732,5.9494e-11,1.7253e-09
6,1.4823,7.1614e-11,2.0768e-09
7,1.4914,8.3809e-11,2.4305e-09
8,1.5006,9.6079e-11,2.7863e-09
9,1.5099,1.0842e-10,3.1443e-09
10,1.5192,1.2085e-10,3.5046e-09
11,1.5286,1.3335e-10,3.867e-09
12,1.538,1.4592e-10,4.2317e-09
13,1.5475,1.5857e-10,4.5987e-09
14,1.5571,1.7131e-10,4.9679e-09
15,1.5667,1.8412e-10,5.3393e-09
16,1.5763,1.97e-10,5.7131e-09
17,1.5861,2.0997e-10,6.0892e-09
18,1.5958,2.2302e-10,6.4676e-09
19,1.6057,2.3615e-10,6.8484e-09
20,1.6156,2.4936e-10,7.2314e-09
21,1.6256,2.6265e-10,7.6169e-09
22,1.6356,2.7603e-10,8.0047e-09
23,1.6457,2.8948e-10,8.395e-09
24,1.6558,3.0302e-10,8.7876e-09
25,1.6661,3.1664e-10,9.1827e-09
26,1.6763,3.3035e-10,9.5801e-09
27,1.6867,3.4414e-10,9.9801e-09
28,1.6971,3.5802e-10,1.0383e-08
29,1.7076,3.7198e-10,1.0787e-08
30,1.7181,3.8603e-10,1.1195e-08
31,1.7287,4.0016e-10,1.1605e-08
32,1.7394,4.1438e-10,1.2017e-08
33,1.7501,4.2869e-10,1.2432e-08
34,1.7609,4.4309e-10,1.285e-08
35,1.7718,4.5758e-10,1.327e-08
36,1.7827,4.7216e-10,1.3693e-08
37,1.7937,4.8682e-10,1.4118e-08
38,1.8048,5.0158e-10,1.4546e-08
39,1.8159,5.1643e-10,1.4976e-08
40,1.8271,5.3137e-10,1.541e-08
41,1.8384,5.464e-10,1.5846e-08
42,1.8497,5.6152e-10,1.6284e-08
43,1.8611,5.7674e-10,1.6725e-08
44,1.8726,5.9205e-10,1.7169e-08
45,1.8842,6.0746e-10,1.7616e-08
46,1.8958,6.2296e-10,1.8066e-08
47,1.9075,6.3855e-10,1.8518e-08
48,1.9193,6.5425e-10,1.8973e-08
49,1.9311,6.7004e-10,1.9431e-08
50,1.943,6.8592e-10,1.9892e-08
51,1.955,7.0191e-10,2.0355e-08
52,1.9671,7.1799e-10,2.0822e-08
53,1.9792,7.3418e-10,2.1291e-08
54,1.9914,7.5046e-10,2.1763e-08
55,2.0037,7.6684e-10,2.2238e-08
56,2.0161,7.8333e-10,2.2716e-08
57,2.0285,7.9991e-10,2.3197e-08
58,2.041,8.166e-10,2.3681e-08
59,2.0536,8.3339e-10,2.4168e-08
60,2.0663,8.5029e-10,2.4658e-08
61,2.079,8.6729e-10,2.5151e-08
62,2.0919,8.8439e-10,2.5647e-08
63,2.1048,9.016e-10,2.6146e-08
64,2.1178,9.1892e-10,2.6649e-08
65,2.1308,9.3634e-10,2.7154e-08
66,2.144,9.5387e-10,2.7662e-08
67,2.1572,9.7151e-10,2.8174e-08
68,2.1705,9.8926e-10,2.8688e-08
69,2.1839,1.0071e-09,2.9206e-08
70,2.1974,1.0251e-09,2.9727e-08
71,2.2109,1.0432e-09,3.0252e-08
72,2.2246,1.0613e-09,3.0779e-08
73,2.2383,1.0797e-09,3.131e-08
74,2.2521,1.0981e-09,3.1844e-08
75,2.266,1.1166e-09,3.2381e-08
76,2.28,1.1352e-09,3.2922e-08
77,2.2941,1.154e-09,3.3466e-08
78,2.3082,1.1729e-09,3.4013e-08
79,2.3225,1.1919e-09,3.4564e-08
80,2.3368,1.211e-09,3.5118e-08
81,2.3512,1.2302e-09,3.5675e-08
82,2.3657,1.2495e-09,3.6236e-08
83,2.3803,1.269e-09,3.6801e-08
84,2.395,1.2886e-09,3.7369e-08
85,2.4098,1.3083e-09,3.794e-08
86,2.4247,1.3281e-09,3.8515e-08
87,2.4396,1.3481e-09,3.9094e-08
88,2.4547,1.3681e-09,3.9676e-08
89,2.4698,1.3883e-09,4.0261e-08
90,2.4851,1.4086e-09,4.0851e-08
91,2.5004,1.4291e-09,4.1443e-08
92,2.5158,1.4497e-09,4.204e-08
93,2.5313,1.4704e-09,4.264e-08
94,2.547,1.4912e-09,4.3244e-08
95,2.5627,1.5121e-09,4.3852e-08
96,2.5785,1.5332e-09,4.4463e-08
97,2.5944,1.5544e-09,4.5078e-08
98,2.6104,1.5758e-09,4.5697e-08
99,2.6265,1.5972e-09,4.632e-08
100,2.6427,1.6189e-09,4.6947e-08
